year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2021,"Neotropic Cormorant",Phalacrocorax brasilianus,11,67.1,0.1639344262295082
2015,"Anhinga",Anhinga anhinga,0,56.5,0
2016,"Anhinga",Anhinga anhinga,1,85.5,0.011695906432748537
2017,"Anhinga",Anhinga anhinga,1,73.75,0.013559322033898305
2018,"Anhinga",Anhinga anhinga,0,51,0
2019,"Anhinga",Anhinga anhinga,0,33.91,0
2020,"Anhinga",Anhinga anhinga,0,45.6,0
2021,"Anhinga",Anhinga anhinga,1,67.1,0.01490312965722802
2015,"Brown Pelican",Pelecanus occidentalis,94,56.5,1.663716814159292
2016,"Brown Pelican",Pelecanus occidentalis,130,85.5,1.5204678362573099
2017,"Brown Pelican",Pelecanus occidentalis,67,73.75,0.9084745762711864
2018,"Brown Pelican",Pelecanus occidentalis,67,51,1.3137254901960784
2019,"Brown Pelican",Pelecanus occidentalis,196,33.91,5.780005897965203
2020,"Brown Pelican",Pelecanus occidentalis,519,45.6,11.381578947368421
2021,"Brown Pelican",Pelecanus occidentalis,73,67.1,1.0879284649776455
2015,"Bare-throated Tiger-Heron",Tigrisoma mexicanum,1,56.5,0.017699115044247787
2016,"Bare-throated Tiger-Heron",Tigrisoma mexicanum,2,85.5,0.023391812865497075
2017,"Bare-throated Tiger-Heron",Tigrisoma mexicanum,1,73.75,0.013559322033898305
2018,"Bare-throated Tiger-Heron",Tigrisoma mexicanum,2,51,0.0392156862745098
2019,"Bare-throated Tiger-Heron",Tigrisoma mexicanum,2,33.91,0.058979652020053085
2020,"Bare-throated Tiger-Heron",Tigrisoma mexicanum,1,45.6,0.021929824561403508
2021,"Bare-throated Tiger-Heron",Tigrisoma mexicanum,3,67.1,0.044709388971684055
2015,"Great Blue Heron (Blue form)",Ardea herodias [herodias Group,12,56.5,0.21238938053097345
2016,"Great Blue Heron (Blue form)",Ardea herodias [herodias Group,2,85.5,0.023391812865497075
2017,"Great Blue Heron (Blue form)",Ardea herodias [herodias Group,3,73.75,0.04067796610169491
2018,"Great Blue Heron (Blue form)",Ardea herodias [herodias Group,0,51,0
2019,"Great Blue Heron (Blue form)",Ardea herodias [herodias Group,0,33.91,0
2020,"Great Blue Heron (Blue form)",Ardea herodias [herodias Group,2,45.6,0.043859649122807015
2021,"Great Blue Heron (Blue form)",Ardea herodias [herodias Group,2,67.1,0.02980625931445604
2015,"Great Egret",Ardea alba,24,56.5,0.4247787610619469
2016,"Great Egret",Ardea alba,14,85.5,0.16374269005847952
2017,"Great Egret",Ardea alba,10,73.75,0.13559322033898305
2018,"Great Egret",Ardea alba,0,51,0
2019,"Great Egret",Ardea alba,2,33.91,0.058979652020053085
2020,"Great Egret",Ardea alba,10,45.6,0.21929824561403508
2021,"Great Egret",Ardea alba,2,67.1,0.02980625931445604
2015,"Snowy Egret",Egretta thula,32,56.5,0.5663716814159292
2016,"Snowy Egret",Egretta thula,19,85.5,0.2222222222222222
2017,"Snowy Egret",Egretta thula,16,73.75,0.21694915254237288
2018,"Snowy Egret",Egretta thula,24,51,0.47058823529411764
2019,"Snowy Egret",Egretta thula,17,33.91,0.5013270421704512
2020,"Snowy Egret",Egretta thula,44,45.6,0.9649122807017544
2021,"Snowy Egret",Egretta thula,17,67.1,0.2533532041728763
2015,"Little Blue Heron",Egretta caerulea,4,56.5,0.07079646017699115
2016,"Little Blue Heron",Egretta caerulea,10,85.5,0.11695906432748537
2017,"Little Blue Heron",Egretta caerulea,9,73.75,0.12203389830508475
2018,"Little Blue Heron",Egretta caerulea,2,51,0.0392156862745098
2019,"Little Blue Heron",Egretta caerulea,7,33.91,0.2064287820701858
2020,"Little Blue Heron",Egretta caerulea,5,45.6,0.10964912280701754
2021,"Little Blue Heron",Egretta caerulea,3,67.1,0.044709388971684055
2015,"Tricolored Heron",Egretta tricolor,1,56.5,0.017699115044247787
2016,"Tricolored Heron",Egretta tricolor,1,85.5,0.011695906432748537
2017,"Tricolored Heron",Egretta tricolor,4,73.75,0.05423728813559322
2018,"Tricolored Heron",Egretta tricolor,0,51,0
2019,"Tricolored Heron",Egretta tricolor,0,33.91,0
2020,"Tricolored Heron",Egretta tricolor,14,45.6,0.30701754385964913
2021,"Tricolored Heron",Egretta tricolor,1,67.1,0.01490312965722802
2015,"Reddish Egret",Egretta rufescens,0,56.5,0
2016,"Reddish Egret",Egretta rufescens,0,85.5,0
2017,"Reddish Egret",Egretta rufescens,1,73.75,0.013559322033898305
2018,"Reddish Egret",Egretta rufescens,0,51,0
2019,"Reddish Egret",Egretta rufescens,0,33.91,0
2020,"Reddish Egret",Egretta rufescens,0,45.6,0
2021,"Reddish Egret",Egretta rufescens,0,67.1,0
2015,"Cattle Egret",Bubulcus ibis,401,56.5,7.097345132743363
2016,"Cattle Egret",Bubulcus ibis,118,85.5,1.3801169590643274
2017,"Cattle Egret",Bubulcus ibis,136,73.75,1.8440677966101695
2018,"Cattle Egret",Bubulcus ibis,119,51,2.3333333333333335
2019,"Cattle Egret",Bubulcus ibis,27,33.91,0.7962253022707166
2020,"Cattle Egret",Bubulcus ibis,66,45.6,1.4473684210526316
2021,"Cattle Egret",Bubulcus ibis,100,67.1,1.4903129657228018
2015,"Green Heron",Butorides virescens,1,56.5,0.017699115044247787
2016,"Green Heron",Butorides virescens,3,85.5,0.03508771929824561
2017,"Green Heron",Butorides virescens,3,73.75,0.04067796610169491
2018,"Green Heron",Butorides virescens,2,51,0.0392156862745098
2019,"Green Heron",Butorides virescens,5,33.91,0.14744913005013272
2020,"Green Heron",Butorides virescens,4,45.6,0.08771929824561403
2021,"Green Heron",Butorides virescens,5,67.1,0.0745156482861401
2015,"Black-crowned Night-Heron",Nycticorax nycticorax,0,56.5,0
2016,"Black-crowned Night-Heron",Nycticorax nycticorax,0,85.5,0
2017,"Black-crowned Night-Heron",Nycticorax nycticorax,0,73.75,0
2018,"Black-crowned Night-Heron",Nycticorax nycticorax,0,51,0
2019,"Black-crowned Night-Heron",Nycticorax nycticorax,2,33.91,0.058979652020053085
2020,"Black-crowned Night-Heron",Nycticorax nycticorax,0,45.6,0
2021,"Black-crowned Night-Heron",Nycticorax nycticorax,0,67.1,0
2015,"Yellow-crowned Night-Heron",Nyctanassa violacea,10,56.5,0.17699115044247787
2016,"Yellow-crowned Night-Heron",Nyctanassa violacea,2,85.5,0.023391812865497075
2017,"Yellow-crowned Night-Heron",Nyctanassa violacea,3,73.75,0.04067796610169491
2018,"Yellow-crowned Night-Heron",Nyctanassa violacea,0,51,0
2019,"Yellow-crowned Night-Heron",Nyctanassa violacea,0,33.91,0
2020,"Yellow-crowned Night-Heron",Nyctanassa violacea,3,45.6,0.06578947368421052
2021,"Yellow-crowned Night-Heron",Nyctanassa violacea,7,67.1,0.10432190760059613
2015,"Boat-billed Heron",Cochlearius cochlearius,0,56.5,0
2016,"Boat-billed Heron",Cochlearius cochlearius,3,85.5,0.03508771929824561
2017,"Boat-billed Heron",Cochlearius cochlearius,0,73.75,0
2018,"Boat-billed Heron",Cochlearius cochlearius,0,51,0
2019,"Boat-billed Heron",Cochlearius cochlearius,0,33.91,0
2020,"Boat-billed Heron",Cochlearius cochlearius,1,45.6,0.021929824561403508
2021,"Boat-billed Heron",Cochlearius cochlearius,0,67.1,0
2015,"White Ibis",Eudocimus albus,30,56.5,0.5309734513274337
2016,"White Ibis",Eudocimus albus,4,85.5,0.04678362573099415
2017,"White Ibis",Eudocimus albus,14,73.75,0.18983050847457628
2018,"White Ibis",Eudocimus albus,0,51,0
2019,"White Ibis",Eudocimus albus,8,33.91,0.23591860808021234
2020,"White Ibis",Eudocimus albus,1,45.6,0.021929824561403508
2021,"White Ibis",Eudocimus albus,35,67.1,0.5216095380029807
2015,"Roseate Spoonbill",Platalea ajaja,0,56.5,0
2016,"Roseate Spoonbill",Platalea ajaja,0,85.5,0
2017,"Roseate Spoonbill",Platalea ajaja,0,73.75,0
2018,"Roseate Spoonbill",Platalea ajaja,0,51,0
2019,"Roseate Spoonbill",Platalea ajaja,2,33.91,0.058979652020053085
2020,"Roseate Spoonbill",Platalea ajaja,0,45.6,0
2021,"Roseate Spoonbill",Platalea ajaja,0,67.1,0
2015,"Black Vulture",Coragyps atratus,132,56.5,2.336283185840708
2016,"Black Vulture",Coragyps atratus,207,85.5,2.4210526315789473
2017,"Black Vulture",Coragyps atratus,118,73.75,1.6
2018,"Black Vulture",Coragyps atratus,125,51,2.450980392156863
2019,"Black Vulture",Coragyps atratus,91,33.91,2.6835741669124156
2020,"Black Vulture",Coragyps atratus,191,45.6,4.18859649122807
2021,"Black Vulture",Coragyps atratus,111,67.1,1.6542473919523102
2015,"Turkey Vulture",Cathartes aura,43,56.5,0.7610619469026548
2016,"Turkey Vulture",Cathartes aura,81,85.5,0.9473684210526315
2017,"Turkey Vulture",Cathartes aura,74,73.75,1.0033898305084745
2018,"Turkey Vulture",Cathartes aura,46,51,0.9019607843137255
2019,"Turkey Vulture",Cathartes aura,45,33.91,1.3270421704511945
2020,"Turkey Vulture",Cathartes aura,89,45.6,1.9517543859649122
2021,"Turkey Vulture",Cathartes aura,50,67.1,0.7451564828614009
2015,"King Vulture",Sarcoramphus papa,3,56.5,0.05309734513274336
2016,"King Vulture",Sarcoramphus papa,7,85.5,0.08187134502923976
2017,"King Vulture",Sarcoramphus papa,1,73.75,0.013559322033898305
2018,"King Vulture",Sarcoramphus papa,2,51,0.0392156862745098
2019,"King Vulture",Sarcoramphus papa,4,33.91,0.11795930404010617
2020,"King Vulture",Sarcoramphus papa,1,45.6,0.021929824561403508
2021,"King Vulture",Sarcoramphus papa,1,67.1,0.01490312965722802
2015,"Osprey",Pandion haliaetus,5,56.5,0.08849557522123894
2016,"Osprey",Pandion haliaetus,9,85.5,0.10526315789473684
2017,"Osprey",Pandion haliaetus,7,73.75,0.09491525423728814
2018,"Osprey",Pandion haliaetus,1,51,0.0196078431372549
2019,"Osprey",Pandion haliaetus,4,33.91,0.11795930404010617
2020,"Osprey",Pandion haliaetus,6,45.6,0.13157894736842105
2021,"Osprey",Pandion haliaetus,1,67.1,0.01490312965722802
2015,"White-tailed Kite",Elanus leucurus,0,56.5,0
2016,"White-tailed Kite",Elanus leucurus,1,85.5,0.011695906432748537
2017,"White-tailed Kite",Elanus leucurus,0,73.75,0
2018,"White-tailed Kite",Elanus leucurus,0,51,0
2019,"White-tailed Kite",Elanus leucurus,2,33.91,0.058979652020053085
2020,"White-tailed Kite",Elanus leucurus,0,45.6,0
2021,"White-tailed Kite",Elanus leucurus,0,67.1,0
2015,"Hook-billed Kite",Chondrohierax uncinatus,0,56.5,0
2016,"Hook-billed Kite",Chondrohierax uncinatus,0,85.5,0
2017,"Hook-billed Kite",Chondrohierax uncinatus,0,73.75,0
2018,"Hook-billed Kite",Chondrohierax uncinatus,0,51,0
2019,"Hook-billed Kite",Chondrohierax uncinatus,0,33.91,0
2020,"Hook-billed Kite",Chondrohierax uncinatus,1,45.6,0.021929824561403508
2021,"Hook-billed Kite",Chondrohierax uncinatus,0,67.1,0
2015,"Mississippi Kite",Ictinia mississippiensis,0,56.5,0
2016,"Mississippi Kite",Ictinia mississippiensis,0,85.5,0
2017,"Mississippi Kite",Ictinia mississippiensis,0,73.75,0
2018,"Mississippi Kite",Ictinia mississippiensis,0,51,0
2019,"Mississippi Kite",Ictinia mississippiensis,0,33.91,0
2020,"Mississippi Kite",Ictinia mississippiensis,2,45.6,0.043859649122807015
2021,"Mississippi Kite",Ictinia mississippiensis,0,67.1,0
2015,"Northern Harrier",Circus cyaneus,0,56.5,0
2016,"Northern Harrier",Circus cyaneus,1,85.5,0.011695906432748537
2017,"Northern Harrier",Circus cyaneus,0,73.75,0
2018,"Northern Harrier",Circus cyaneus,0,51,0
2019,"Northern Harrier",Circus cyaneus,0,33.91,0
2020,"Northern Harrier",Circus cyaneus,0,45.6,0
2021,"Northern Harrier",Circus cyaneus,0,67.1,0
2015,"Sharp-shinned Hawk",Accipiter striatus,0,56.5,0
2016,"Sharp-shinned Hawk",Accipiter striatus,0,85.5,0
2017,"Sharp-shinned Hawk",Accipiter striatus,0,73.75,0
2018,"Sharp-shinned Hawk",Accipiter striatus,0,51,0
2019,"Sharp-shinned Hawk",Accipiter striatus,0,33.91,0
2020,"Sharp-shinned Hawk",Accipiter striatus,1,45.6,0.021929824561403508
2021,"Sharp-shinned Hawk",Accipiter striatus,0,67.1,0
2015,"Crane Hawk",Geranospiza caerulescens,0,56.5,0
2016,"Crane Hawk",Geranospiza caerulescens,1,85.5,0.011695906432748537
2017,"Crane Hawk",Geranospiza caerulescens,0,73.75,0
2018,"Crane Hawk",Geranospiza caerulescens,2,51,0.0392156862745098
2019,"Crane Hawk",Geranospiza caerulescens,0,33.91,0
2020,"Crane Hawk",Geranospiza caerulescens,0,45.6,0
2021,"Crane Hawk",Geranospiza caerulescens,0,67.1,0
2015,"Common Black Hawk",Buteogallus anthracinus,0,56.5,0
2016,"Common Black Hawk",Buteogallus anthracinus,5,85.5,0.05847953216374269
2017,"Common Black Hawk",Buteogallus anthracinus,0,73.75,0
2018,"Common Black Hawk",Buteogallus anthracinus,8,51,0.1568627450980392
2019,"Common Black Hawk",Buteogallus anthracinus,1,33.91,0.029489826010026542
2020,"Common Black Hawk",Buteogallus anthracinus,8,45.6,0.17543859649122806
2021,"Common Black Hawk",Buteogallus anthracinus,7,67.1,0.10432190760059613
2015,"Great Black Hawk",Buteogallus urubitinga,1,56.5,0.017699115044247787
2016,"Great Black Hawk",Buteogallus urubitinga,0,85.5,0
2017,"Great Black Hawk",Buteogallus urubitinga,0,73.75,0
2018,"Great Black Hawk",Buteogallus urubitinga,0,51,0
2019,"Great Black Hawk",Buteogallus urubitinga,1,33.91,0.029489826010026542
2020,"Great Black Hawk",Buteogallus urubitinga,0,45.6,0
2021,"Great Black Hawk",Buteogallus urubitinga,2,67.1,0.02980625931445604
2015,"Roadside Hawk",Rupornis magnirostris,6,56.5,0.10619469026548672
2016,"Roadside Hawk",Rupornis magnirostris,7,85.5,0.08187134502923976
2017,"Roadside Hawk",Rupornis magnirostris,7,73.75,0.09491525423728814
2018,"Roadside Hawk",Rupornis magnirostris,6,51,0.11764705882352941
2019,"Roadside Hawk",Rupornis magnirostris,2,33.91,0.058979652020053085
2020,"Roadside Hawk",Rupornis magnirostris,7,45.6,0.15350877192982457
2021,"Roadside Hawk",Rupornis magnirostris,14,67.1,0.20864381520119227
2015,"Harris's Hawk",Parabuteo unicinctus,0,56.5,0
2016,"Harris's Hawk",Parabuteo unicinctus,0,85.5,0
2017,"Harris's Hawk",Parabuteo unicinctus,2,73.75,0.02711864406779661
2018,"Harris's Hawk",Parabuteo unicinctus,0,51,0
2019,"Harris's Hawk",Parabuteo unicinctus,0,33.91,0
2020,"Harris's Hawk",Parabuteo unicinctus,0,45.6,0
2021,"Harris's Hawk",Parabuteo unicinctus,0,67.1,0
2015,"White-tailed Hawk",Geranoaetus albicaudatus,0,56.5,0
2016,"White-tailed Hawk",Geranoaetus albicaudatus,0,85.5,0
2017,"White-tailed Hawk",Geranoaetus albicaudatus,0,73.75,0
2018,"White-tailed Hawk",Geranoaetus albicaudatus,0,51,0
2019,"White-tailed Hawk",Geranoaetus albicaudatus,1,33.91,0.029489826010026542
2020,"White-tailed Hawk",Geranoaetus albicaudatus,0,45.6,0
2021,"White-tailed Hawk",Geranoaetus albicaudatus,0,67.1,0
2015,"Gray Hawk",Buteo plagiatus,0,56.5,0
2016,"Gray Hawk",Buteo plagiatus,3,85.5,0.03508771929824561
2017,"Gray Hawk",Buteo plagiatus,6,73.75,0.08135593220338982
2018,"Gray Hawk",Buteo plagiatus,4,51,0.0784313725490196
2019,"Gray Hawk",Buteo plagiatus,5,33.91,0.14744913005013272
2020,"Gray Hawk",Buteo plagiatus,5,45.6,0.10964912280701754
2021,"Gray Hawk",Buteo plagiatus,14,67.1,0.20864381520119227
2015,"Broad-winged Hawk",Buteo platypterus,5,56.5,0.08849557522123894
2016,"Broad-winged Hawk",Buteo platypterus,11,85.5,0.1286549707602339
2017,"Broad-winged Hawk",Buteo platypterus,5,73.75,0.06779661016949153
2018,"Broad-winged Hawk",Buteo platypterus,5,51,0.09803921568627451
2019,"Broad-winged Hawk",Buteo platypterus,8,33.91,0.23591860808021234
2020,"Broad-winged Hawk",Buteo platypterus,5,45.6,0.10964912280701754
2021,"Broad-winged Hawk",Buteo platypterus,7,67.1,0.10432190760059613
2015,"Short-tailed Hawk",Buteo brachyurus,1,56.5,0.017699115044247787
2016,"Short-tailed Hawk",Buteo brachyurus,1,85.5,0.011695906432748537
2017,"Short-tailed Hawk",Buteo brachyurus,2,73.75,0.02711864406779661
2018,"Short-tailed Hawk",Buteo brachyurus,2,51,0.0392156862745098
2019,"Short-tailed Hawk",Buteo brachyurus,0,33.91,0
2020,"Short-tailed Hawk",Buteo brachyurus,0,45.6,0
2021,"Short-tailed Hawk",Buteo brachyurus,2,67.1,0.02980625931445604
2015,"Swainson's Hawk",Buteo swainsoni,3,56.5,0.05309734513274336
2016,"Swainson's Hawk",Buteo swainsoni,0,85.5,0
2017,"Swainson's Hawk",Buteo swainsoni,0,73.75,0
2018,"Swainson's Hawk",Buteo swainsoni,0,51,0
2019,"Swainson's Hawk",Buteo swainsoni,0,33.91,0
2020,"Swainson's Hawk",Buteo swainsoni,1,45.6,0.021929824561403508
2021,"Swainson's Hawk",Buteo swainsoni,0,67.1,0
2015,"Zone-tailed Hawk",Buteo albonotatus,3,56.5,0.05309734513274336
2016,"Zone-tailed Hawk",Buteo albonotatus,0,85.5,0
2017,"Zone-tailed Hawk",Buteo albonotatus,2,73.75,0.02711864406779661
2018,"Zone-tailed Hawk",Buteo albonotatus,1,51,0.0196078431372549
2019,"Zone-tailed Hawk",Buteo albonotatus,2,33.91,0.058979652020053085
2020,"Zone-tailed Hawk",Buteo albonotatus,0,45.6,0
2021,"Zone-tailed Hawk",Buteo albonotatus,3,67.1,0.044709388971684055
2015,"Red-tailed Hawk",Buteo jamaicensis,1,56.5,0.017699115044247787
2016,"Red-tailed Hawk",Buteo jamaicensis,0,85.5,0
2017,"Red-tailed Hawk",Buteo jamaicensis,0,73.75,0
2018,"Red-tailed Hawk",Buteo jamaicensis,0,51,0
2019,"Red-tailed Hawk",Buteo jamaicensis,1,33.91,0.029489826010026542
2020,"Red-tailed Hawk",Buteo jamaicensis,0,45.6,0
2021,"Red-tailed Hawk",Buteo jamaicensis,3,67.1,0.044709388971684055
2015,"Double-striped Thick-knee",Burhinus bistriatus,0,56.5,0
2016,"Double-striped Thick-knee",Burhinus bistriatus,0,85.5,0
2017,"Double-striped Thick-knee",Burhinus bistriatus,6,73.75,0.08135593220338982
2018,"Double-striped Thick-knee",Burhinus bistriatus,0,51,0
2019,"Double-striped Thick-knee",Burhinus bistriatus,5,33.91,0.14744913005013272
2020,"Double-striped Thick-knee",Burhinus bistriatus,1,45.6,0.021929824561403508
2021,"Double-striped Thick-knee",Burhinus bistriatus,0,67.1,0
2015,"Black-necked Stilt",Himantopus mexicanus,0,56.5,0
2016,"Black-necked Stilt",Himantopus mexicanus,8,85.5,0.0935672514619883
2017,"Black-necked Stilt",Himantopus mexicanus,0,73.75,0
2018,"Black-necked Stilt",Himantopus mexicanus,0,51,0
2019,"Black-necked Stilt",Himantopus mexicanus,2,33.91,0.058979652020053085
2020,"Black-necked Stilt",Himantopus mexicanus,0,45.6,0
2021,"Black-necked Stilt",Himantopus mexicanus,0,67.1,0
2015,"American Oystercatcher",Haematopus palliatus,2,56.5,0.035398230088495575
2016,"American Oystercatcher",Haematopus palliatus,0,85.5,0
2017,"American Oystercatcher",Haematopus palliatus,14,73.75,0.18983050847457628
2018,"American Oystercatcher",Haematopus palliatus,3,51,0.058823529411764705
2019,"American Oystercatcher",Haematopus palliatus,1,33.91,0.029489826010026542
2020,"American Oystercatcher",Haematopus palliatus,8,45.6,0.17543859649122806
2021,"American Oystercatcher",Haematopus palliatus,8,67.1,0.11922503725782416
2015,"Killdeer",Charadrius vociferus,0,56.5,0
2016,"Killdeer",Charadrius vociferus,2,85.5,0.023391812865497075
2017,"Killdeer",Charadrius vociferus,0,73.75,0
2018,"Killdeer",Charadrius vociferus,0,51,0
2019,"Killdeer",Charadrius vociferus,0,33.91,0
2020,"Killdeer",Charadrius vociferus,6,45.6,0.13157894736842105
2021,"Killdeer",Charadrius vociferus,0,67.1,0
2015,"Northern Jacana",Jacana spinosa,3,56.5,0.05309734513274336
2016,"Northern Jacana",Jacana spinosa,5,85.5,0.05847953216374269
2017,"Northern Jacana",Jacana spinosa,0,73.75,0
2018,"Northern Jacana",Jacana spinosa,2,51,0.0392156862745098
2019,"Northern Jacana",Jacana spinosa,7,33.91,0.2064287820701858
2020,"Northern Jacana",Jacana spinosa,4,45.6,0.08771929824561403
2021,"Northern Jacana",Jacana spinosa,1,67.1,0.01490312965722802
2015,"Spotted Sandpiper",Actitis macularius,12,56.5,0.21238938053097345
2016,"Spotted Sandpiper",Actitis macularius,5,85.5,0.05847953216374269
2017,"Spotted Sandpiper",Actitis macularius,15,73.75,0.2033898305084746
2018,"Spotted Sandpiper",Actitis macularius,1,51,0.0196078431372549
2019,"Spotted Sandpiper",Actitis macularius,4,33.91,0.11795930404010617
2020,"Spotted Sandpiper",Actitis macularius,9,45.6,0.19736842105263158
2021,"Spotted Sandpiper",Actitis macularius,5,67.1,0.0745156482861401
2015,"Greater Yellowlegs",Tringa melanoleuca,0,56.5,0
2016,"Greater Yellowlegs",Tringa melanoleuca,0,85.5,0
2017,"Greater Yellowlegs",Tringa melanoleuca,0,73.75,0
2018,"Greater Yellowlegs",Tringa melanoleuca,2,51,0.0392156862745098
2019,"Greater Yellowlegs",Tringa melanoleuca,1,33.91,0.029489826010026542
2020,"Greater Yellowlegs",Tringa melanoleuca,0,45.6,0
2021,"Greater Yellowlegs",Tringa melanoleuca,0,67.1,0
2015,"Willet",Tringa semipalmata,1,56.5,0.017699115044247787
2016,"Willet",Tringa semipalmata,2,85.5,0.023391812865497075
2017,"Willet",Tringa semipalmata,7,73.75,0.09491525423728814
2018,"Willet",Tringa semipalmata,1,51,0.0196078431372549
2019,"Willet",Tringa semipalmata,0,33.91,0
2020,"Willet",Tringa semipalmata,5,45.6,0.10964912280701754
2021,"Willet",Tringa semipalmata,6,67.1,0.08941877794336811
2015,"Whimbrel",Numenius phaeopus,0,56.5,0
2016,"Whimbrel",Numenius phaeopus,1,85.5,0.011695906432748537
2017,"Whimbrel",Numenius phaeopus,7,73.75,0.09491525423728814
2018,"Whimbrel",Numenius phaeopus,1,51,0.0196078431372549
2019,"Whimbrel",Numenius phaeopus,0,33.91,0
2020,"Whimbrel",Numenius phaeopus,0,45.6,0
2021,"Whimbrel",Numenius phaeopus,0,67.1,0
2015,"Ruddy Turnstone",Arenaria interpres,0,56.5,0
2016,"Ruddy Turnstone",Arenaria interpres,0,85.5,0
