CircleName,Abbrev,LatLong
"Paso del Itsmo Biological Corridor, Rivas, Nicaragua",NIPI,11.2050760000/-85.7307750000

CountYear3,LowTemp,HighTemp,AMCloud,PMClouds,AMRain,PMRain,AMSnow,PMSnow
123,23.0 Celsius,29.0 Celsius,Partly Cloudy,Partly Cloudy,Light,Light,None,None
122,26.0 Celsius,34.0 Celsius,Partly Cloudy,Partly Cloudy,Light,None,,
121,20.0 Celsius,30.0 Celsius,Partly Cloudy,Partly Cloudy,"Light
None",None,None,None
120,24.0 Celsius,30.0 Celsius,Clear,Clear,None,None,None,None
119,73.0 Fahrenheit,81.0 Fahrenheit,Clear,Clear,None,None,None,None
118,73.0 Fahrenheit,84.0 Fahrenheit,Clear,Clear,None,None,None,None
117,72.0 Fahrenheit,91.0 Fahrenheit,Partly Cloudy,Partly Cloudy,"Light
None",None,None,None
116,25.0 Celsius,31.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
115,23.0 Celsius,32.0 Celsius,Partly Cloudy,Partly Cloudy,Light,Light,None,None
"Crested Bobwhite
[Colinus cristatus]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Crested Bobwhite
[Colinus cristatus]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",2,0.0590,
"Crested Bobwhite
[Colinus cristatus]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",,,
"Crested Bobwhite
[Colinus cristatus]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"Crested Bobwhite
[Colinus cristatus]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",,,
"Crested Bobwhite
[Colinus cristatus]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",,,
"Least Grebe
[Tachybaptus dominicus]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"Least Grebe
[Tachybaptus dominicus]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",,,
"Least Grebe
[Tachybaptus dominicus]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
"Least Grebe
[Tachybaptus dominicus]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Least Grebe
[Tachybaptus dominicus]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Least Grebe
[Tachybaptus dominicus]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",,,
"Least Grebe
[Tachybaptus dominicus]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"Least Grebe
[Tachybaptus dominicus]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",,,
"Least Grebe
[Tachybaptus dominicus]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",3,0.0427,
"Wood Stork
[Mycteria americana]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",6,0.1062,
"Wood Stork
[Mycteria americana]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",19,0.2222,
"Wood Stork
[Mycteria americana]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",64,0.8678,
"Wood Stork
[Mycteria americana]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",14,0.2745,
"Wood Stork
[Mycteria americana]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",12,0.3539,
"Wood Stork
[Mycteria americana]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",2,0.0439,
"Wood Stork
[Mycteria americana]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",21,0.3130,
"Wood Stork
[Mycteria americana]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",3,0.0577,
"Wood Stork
[Mycteria americana]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",13,0.1849,
"Magnificent Frigatebird
[Fregata magnificens]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",53,0.9381,
"Magnificent Frigatebird
[Fregata magnificens]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",74,0.8655,
"Magnificent Frigatebird
[Fregata magnificens]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",117,1.5864,
"Magnificent Frigatebird
[Fregata magnificens]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",37,0.7255,
"Magnificent Frigatebird
[Fregata magnificens]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",65,1.9168,
"Magnificent Frigatebird
[Fregata magnificens]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",126,2.7632,
"Magnificent Frigatebird
[Fregata magnificens]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",125,1.8629,
"Magnificent Frigatebird
[Fregata magnificens]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",72,1.3846,
"Magnificent Frigatebird
[Fregata magnificens]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",201,2.8592,
"Brown Booby
[Sula leucogaster]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",6,0.1062,
"Brown Booby
[Sula leucogaster]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",7,0.0819,
"Brown Booby
[Sula leucogaster]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",1,0.0136,
"Brown Booby
[Sula leucogaster]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Brown Booby
[Sula leucogaster]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Brown Booby
[Sula leucogaster]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",4,0.0877,
"Brown Booby
[Sula leucogaster]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",2,0.0298,
"Brown Booby
[Sula leucogaster]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",1,0.0192,
"Brown Booby
[Sula leucogaster]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",21,0.2987,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",21,0.3717,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",30,0.3509,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",60,0.8136,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",22,0.4314,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",33,0.9732,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",611,13.3991,"HC,"
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",11,0.1639,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",21,0.4038,
"Neotropic Cormorant
[Phalacrocorax brasilianus]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",214,3.0441,
"Anhinga
[Anhinga anhinga]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"Anhinga
[Anhinga anhinga]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",1,0.0117,
"Anhinga
[Anhinga anhinga]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",1,0.0136,
"Anhinga
[Anhinga anhinga]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Anhinga
[Anhinga anhinga]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Anhinga
[Anhinga anhinga]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",,,
"Anhinga
[Anhinga anhinga]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",1,0.0149,
"Anhinga
[Anhinga anhinga]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",2,0.0385,
"Anhinga
[Anhinga anhinga]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",5,0.0711,
"American White Pelican
[Pelecanus erythrorhynchos]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",,,
"American White Pelican
[Pelecanus erythrorhynchos]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",2,0.0284,
"Brown Pelican
[Pelecanus occidentalis]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",94,1.6637,
"Brown Pelican
[Pelecanus occidentalis]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",130,1.5205,
"Brown Pelican
[Pelecanus occidentalis]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",67,0.9085,
"Brown Pelican
[Pelecanus occidentalis]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",67,1.3137,
"Brown Pelican
[Pelecanus occidentalis]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",196,5.7800,
"Brown Pelican
[Pelecanus occidentalis]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",519,11.3816,
"Brown Pelican
[Pelecanus occidentalis]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",73,1.0879,
"Brown Pelican
[Pelecanus occidentalis]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",161,3.0962,
"Brown Pelican
[Pelecanus occidentalis]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",12,0.1707,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",1,0.0177,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",2,0.0234,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",1,0.0136,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",2,0.0392,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",2,0.0590,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",1,0.0219,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",3,0.0447,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",10,0.1923,
"Bare-throated Tiger-Heron
[Tigrisoma mexicanum]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",4,0.0569,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",12,0.2124,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",2,0.0234,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",3,0.0407,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",2,0.0439,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",2,0.0298,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",1,0.0192,
"Great Blue Heron (Blue form)
[Ardea herodias [herodias Group]]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",1,0.0142,
"Great Egret
[Ardea alba]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",24,0.4248,
"Great Egret
[Ardea alba]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",14,0.1637,
"Great Egret
[Ardea alba]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",10,0.1356,
"Great Egret
[Ardea alba]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Great Egret
[Ardea alba]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",2,0.0590,
"Great Egret
[Ardea alba]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",10,0.2193,
"Great Egret
[Ardea alba]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",2,0.0298,
"Great Egret
[Ardea alba]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",4,0.0769,
"Great Egret
[Ardea alba]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",6,0.0853,
"Snowy Egret
[Egretta thula]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",32,0.5664,
